Ticker,Short Name,Price,Pe Ratio,Peg Ratio,Eps Ttm,Total Revenue,Growth,3-4 Year Sales Growth,Cagr,Ebit,Enterprise Value,Invested Capital,Roic,Dividendyield,Dividend Yield%,Earnings Growth,Roe,Roa,Debt To Equity,Pb Ratio,Free Cash Flow,Market Cap,Rev Growth,Sector
6504.T,FUJI ELECTRIC CO. LTD.,9277.0,14.43,,642.75,1134936064000.0,0.0,23.42,6.02,75669000000.0,1441410973696.0,762555000000.0,0.1,1.86,0.02,,0.14,0.06,0.13,1.97,,1366724706304.0,,Industrials
T.TO,TELUS CORPORATION,22.1,34.0,,0.65,20422000640.0,0.0,19.6,5.1,2399000000.0,64480149504.0,48336000000.0,0.05,7.54,0.07,-0.97,0.04,0.03,2.07,2.21,1902625024.0,33702498304.0,0.03,Communication Services
ORK.OL,ORKLA,110.3,18.51,,5.96,71832002560.0,0.0,40.08,9.81,8799000000.0,133146009600.0,63968000000.0,0.14,3.64,0.04,2.05,0.13,0.05,0.45,2.45,4831875072.0,109999652864.0,0.05,Consumer Defensive
KBX,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
QBR.B.TO,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
6823.HK,HKT-SS,12.87,18.93,,0.68,35406000128.0,0.0,2.33,0.64,,143540584448.0,79588000000.0,,6.16,0.06,0.04,0.15,0.05,1.22,2.69,,97494884352.0,0.04,Communication Services
5411.T,JFE HOLDINGS INC,1779.0,12.87,,138.24,4763819180032.0,0.0,11.33,3.02,125051000000.0,2971687190528.0,2529578000000.0,0.05,4.6,0.06,-0.74,0.03,0.01,0.77,0.46,,1131582849024.0,-0.08,Basic Materials
9602.T,TOHO CO LTD,9522.0,41.67,,228.53,312072994816.0,0.0,37.13,9.16,73914000000.0,1544495693824.0,479180000000.0,0.15,0.89,0.01,-0.28,0.08,0.06,0.0,3.32,21602000896.0,1614664564736.0,-0.01,Communication Services
BTRW.L,BARRATT REDROW PLC ORD 10P,380.7,38.07,0.35,0.1,4598199808.0,108.86,-13.37,-3.91,,5018825728.0,5639000000.0,,4.59,0.0,0.09,0.02,0.02,0.03,69.41,-2243425024.0,5477131264.0,0.23,Consumer Cyclical
2269.T,MEIJI HOLDINGS CO LTD,3056.0,16.43,2.05,186.0,1148939010048.0,8.03,13.92,3.68,39619000000.0,873878126592.0,796087000000.0,0.05,3.5,0.03,-0.28,0.06,0.04,0.11,1.12,33993750528.0,827842887680.0,-0.02,Consumer Defensive
6920.T,LASERTEC CORP,14455.0,15.41,,938.13,251477000192.0,0.0,203.93,36.15,71098000000.0,1217614577664.0,151315000000.0,0.47,2.28,0.0,0.82,0.47,0.26,0.0,6.21,,1303702274048.0,0.47,Technology
7912.T,DAI NIPPON PRINTING CO,2363.5,9.89,,238.95,1457608982528.0,0.0,8.44,2.28,47081000000.0,1061215993856.0,1297853000000.0,0.04,1.69,0.02,,0.09,0.03,0.15,0.94,64727126016.0,1061802344448.0,0.04,Industrials
7186.T,CONCORDIA FINANCIAL GROUP LTD,1073.5,14.99,,71.6,,0.0,18.7,4.87,,-236286328832.0,3550139000000.0,,3.17,0.03,0.19,,,0.0,0.93,,1225389506560.0,0.18,Financial Services
IFT.NZ,Infratil Limited Ordinary Share,11.84,,,-0.31,3851800064.0,0.0,289.66,45.87,,19771439104.0,12541100000.0,,1.73,0.02,,-0.03,0.02,0.86,1.72,140712496.0,11598346240.0,0.19,Industrials
7272.T,YAMAHA MOTOR CO,1080.0,21.55,,50.11,2505556099072.0,0.0,42.13,10.25,204594000000.0,1701197119488.0,2143342000000.0,0.1,4.63,0.05,-0.61,0.05,0.03,0.8,0.92,80567500800.0,1047140958208.0,-0.08,Consumer Cyclical
SECU-B.ST,Securitas AB ser. B,148.55,15.25,,9.74,160193003520.0,0.0,50.34,11.98,10672000000.0,122612899840.0,77802000000.0,0.14,3.03,0.03,0.12,0.15,0.06,1.17,2.25,8377874944.0,85036408832.0,-0.05,Industrials
IAG,Iamgold Corporation,7.5,5.14,,1.46,1771200000.0,0.0,86.52,18.89,967600000.0,5341872128.0,4414700000.0,0.22,,0.0,-0.28,0.29,0.06,0.33,1.27,-179175008.0,4317794816.0,0.41,Basic Materials
4704.T,TREND MICRO INC,8294.0,35.58,,233.08,272013000704.0,0.0,43.22,10.49,24584000000.0,882698158080.0,101163000000.0,0.24,2.7,0.02,-0.23,,,0.0,9.76,,1088977305600.0,-0.03,Technology
SCHN.SW,SCHINDLER N,287.5,31.39,3.34,9.16,11130000384.0,9.41,0.0,0.0,1323000000.0,26226171904.0,4805000000.0,0.28,2.08,0.02,0.05,0.22,0.07,0.15,6.29,1214625024.0,31288338432.0,-0.06,Industrials
LUN.TO,LUNDIN MINING CORP.,15.92,72.36,,0.22,1526740992.0,0.0,2.82,0.77,637265000.0,14913836032.0,6165900000.0,0.1,0.7,0.01,0.88,0.04,-0.06,0.1,2.37,-754371648.0,13627536384.0,,Basic Materials
5019.T,IDEMITSU KOSAN CO.LTD,994.1,12.77,,77.87,9190225477632.0,0.0,37.44,9.23,109469000000.0,2265353551872.0,2916741000000.0,0.04,3.65,0.04,,0.06,0.02,0.69,0.71,301983989760.0,1217414561792.0,-0.0,Energy
7202.T,ISUZU MOTORS,1917.0,18.12,,105.82,3267548938240.0,0.0,-43.2,-14.53,151899000000.0,1947914600448.0,1163267000000.0,0.13,4.8,0.05,-0.12,0.11,0.04,0.52,0.99,,1362475089920.0,0.04,Consumer Cyclical
LHA,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
H,Hyatt Hotels Corporation,135.86,30.88,,4.4,3216000000.0,0.0,119.55,24.4,1282000000.0,16089828352.0,7789000000.0,0.16,0.44,0.0,-0.96,0.22,0.02,1.22,3.68,477750016.0,12968693760.0,-0.09,Consumer Cyclical
7701.T,SHIMADZU CORP,3398.0,18.52,,183.49,540478996480.0,0.0,25.89,6.6,41217000000.0,854870654976.0,499429000000.0,0.08,2.35,0.02,-0.21,0.1,0.07,0.02,1.99,,981743435776.0,0.01,Technology
GET,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
ELI,95280,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
NIBE-B.ST,NIBE Industrier AB ser. B,44.92,37.75,,1.19,40699998208.0,0.0,31.43,7.88,4032000000.0,109220298752.0,23600000000.0,0.17,0.67,0.01,,0.08,0.03,0.79,3.02,1625500032.0,90561863680.0,0.02,Industrials
IMCD,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
J36,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
SBRY.L,SAINSBURY (J) PLC ORD 28 4/7P,295.0,16.39,0.32,0.18,32811999232.0,51.44,9.76,2.62,,10630343680.0,7765000000.0,,4.63,0.0,,0.06,0.03,0.99,102.01,653625024.0,6689715200.0,0.01,Consumer Defensive
EPI-B.ST,Epiroc AB ser. B,174.5,23.45,3.35,7.44,63616000000.0,7.01,60.43,14.02,12623000000.0,223448186880.0,38579000000.0,0.33,2.18,0.02,0.03,0.23,0.1,0.55,5.47,10528000000.0,229198757888.0,-0.08,Industrials
WPP.L,WPP PLC ORD 10P,367.5,7.5,,0.49,14177000448.0,0.0,15.15,3.99,,9780685824.0,7803000000.0,,8.14,0.0,-0.78,0.12,0.03,1.98,125.09,716249984.0,4068665856.0,-0.08,Communication Services
SOL.AX,SOUL W.H. FPO [SOL],42.05,29.41,,1.43,1347000064.0,0.0,-58.49,-21.66,,13940689920.0,9659000000.0,,2.45,0.02,0.08,0.06,0.03,0.11,1.48,-237616992.0,15468512256.0,0.33,Financial Services
WIX,Wix.com Ltd.,122.85,47.43,0.56,2.59,1868708992.0,84.75,38.67,9.5,198527000.0,6753025536.0,456806000.0,0.43,,0.0,0.46,,0.05,0.0,-58.36,463612128.0,7431147520.0,0.12,Technology
AM,Antero Midstream Corporation,18.44,19.41,,0.95,1224620032.0,0.0,21.47,5.55,816970000.0,,5111189000.0,0.16,4.88,0.05,0.45,0.22,0.08,1.45,4.24,396189504.0,8821899264.0,0.12,Energy
7201.T,NISSAN MOTOR CO,332.5,,,-187.06,12341724839936.0,0.0,49.96,11.9,261968000000.0,7882216046592.0,12944174000000.0,0.02,4.87,0.0,,,,1.6,0.24,-2742264266752.0,1161179824128.0,-0.1,Consumer Cyclical
CAD.TO,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
APA.AX,APA GROUP STAPLED [APA],8.6,,,-0.06,3168999936.0,0.0,17.9,4.68,,23883585536.0,16170000000.0,,6.98,0.07,-0.98,-0.01,0.03,5.17,4.01,525000000.0,11218614272.0,0.07,Utilities
VER,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
INDT.ST,Indutrade AB,235.6,31.84,,7.4,32465999872.0,0.0,49.87,11.89,3943000000.0,94072496128.0,16295000000.0,0.24,1.28,0.01,-0.12,0.17,0.07,0.6,5.27,3331000064.0,85834506240.0,-0.04,Industrials
REC,Emles Real Estate Credit ETF,,,,,,0.0,0.0,0.0,,,,,2.68,,,,,0.0,,,,,
ACI,"Albertsons Companies, Inc.",19.71,12.02,1.97,1.64,81006297088.0,6.1,11.83,3.15,1580900000.0,25266550784.0,11062000000.0,0.14,3.02,0.03,-0.02,0.31,0.05,4.44,3.45,1229299968.0,11034564608.0,0.02,Consumer Defensive
AIA.NZ,Auckland International Airport ,7.64,191.0,,0.04,908099968.0,0.0,224.68,38.67,,14548092928.0,11294800000.0,,1.64,0.02,0.58,0.01,0.02,0.25,1.28,-524112512.0,12897160192.0,0.12,Industrials
DCC.L,DCC PLC ORD EUR0.25 (CDI),4726.0,22.4,,2.11,18011111424.0,0.0,1.57,0.43,,5994420736.0,5039469000.0,,4.38,0.0,,0.07,0.03,0.73,152.18,-423373888.0,4508930048.0,,Energy
BFB,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
BEIJ-B.ST,Beijer Ref AB ser. B,173.55,37.16,,4.67,37381001216.0,0.0,110.96,23.03,3751000000.0,97822998528.0,21866000000.0,0.17,0.81,0.01,0.1,0.11,0.05,0.58,4.04,3104624896.0,87973535744.0,0.05,Industrials
H78,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
4528.T,ONO PHARMACEUTICAL CO,1707.5,16.05,,106.38,496732012544.0,0.0,34.73,8.63,65315000000.0,806796328960.0,917451000000.0,0.07,4.7,0.05,-0.29,,,0.18,1.04,,802137374720.0,0.08,Healthcare
2413.T,M3 INC,2169.0,36.35,,59.67,306890997760.0,0.0,36.87,9.1,32055000000.0,1430665691136.0,402856000000.0,0.08,1.9,0.01,0.06,0.12,0.07,0.06,3.93,,1470946344960.0,0.34,Healthcare
GJF.OL,GJENSIDIGE FORSIKRING,282.6,22.11,,12.78,44422500352.0,0.0,27.46,6.97,,74188423168.0,28810200000.0,,3.16,0.03,0.65,0.27,0.03,0.22,6.22,2514350080.0,141285588992.0,0.16,Financial Services
SIGN.SW,SIG GROUP N,13.56,27.67,,0.49,3333799936.0,0.0,61.44,14.22,,7604890112.0,5281400000.0,,3.64,0.04,0.07,0.07,0.03,0.96,1.85,226950000.0,5183066112.0,0.0,Consumer Cyclical
KESKOB,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
HKD.HK,Rainbow China Growth HKD,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,,,,,
WFG.TO,WEST FRASER TIMBER CO LTD,98.45,,,-2.21,5832000000.0,0.0,-41.3,-13.75,-109000000.0,7453535744.0,7197000000.0,-0.02,1.77,0.01,,-0.02,-0.01,0.05,1.13,68000000.0,7800862720.0,-0.1,Basic Materials
MNDI.L,MONDI PLC ORD EUR 0.22,1079.0,28.39,,0.38,7585999872.0,0.0,6.34,1.72,,7777402368.0,6744000000.0,,5.68,0.0,-0.15,0.04,0.03,0.54,99.92,-289500000.0,4760137728.0,0.04,Basic Materials
EMP.A.TO,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
SOBI.ST,Swedish Orphan Biovitrum AB,272.8,21.6,1.79,12.63,26969999360.0,12.07,67.6,15.41,6068000000.0,106184720384.0,51505000000.0,0.12,,0.0,1.84,0.12,0.06,0.33,2.41,2664624896.0,94009057280.0,0.14,Healthcare
LEG,"Leggett & Platt, Incorporated",8.6,8.35,,1.03,4238200064.0,0.0,-13.58,-3.97,280700000.0,2750380032.0,2648500000.0,0.11,2.32,0.02,,0.19,0.04,2.29,1.36,250487504.0,1163580032.0,-0.06,Consumer Cyclical
RAND,Rand Capital Corporation,16.74,,,-2.48,7966118.0,0.0,-38.95,-12.8,,45309128.0,,,6.82,0.07,,-0.12,0.06,0.0,0.88,,49728876.0,-0.25,Financial Services
1928.HK,SANDS CHINA LTD,20.12,19.92,1.55,1.01,7080000000.0,12.87,146.35,28.44,,169027796992.0,9037000000.0,,1.22,0.0,-0.02,2.04,0.08,7.91,158.43,583875008.0,162838806528.0,-0.03,Consumer Cyclical
EVK,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
TEMN.SW,TEMENOS N,73.05,37.85,1.43,1.93,1083507968.0,26.39,7.97,2.15,222219000.0,5794835968.0,683458000.0,0.33,1.76,0.0,3.44,0.49,0.07,1.66,9.63,335872640.0,5164978688.0,0.15,Technology
9005.T,TOKYU CORP,1846.0,13.7,,134.76,1043258998784.0,0.0,20.01,5.19,48404000000.0,2350959034368.0,2119695000000.0,0.02,1.52,0.01,-0.15,0.09,0.02,1.46,1.26,,1060067344384.0,-0.04,Consumer Cyclical
BIM,bioMerieux SA,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
5201.T,AGC INC,4636.0,28.61,,162.03,2047882035200.0,0.0,21.81,5.63,-55627000000.0,1754165673984.0,2129964000000.0,-0.03,4.59,0.05,,0.03,0.03,0.41,0.71,61667250176.0,984477794304.0,-0.04,Industrials
U96.SI,Sembcorp Ind,6.72,12.0,1.62,0.56,6416999936.0,7.41,0.14,0.04,,20681299968.0,14032000000.0,,4.36,0.0,,0.2,0.04,1.66,2.23,-1163250048.0,11956022272.0,,Industrials
9107.T,KAWASAKI KISEN KAISHA,2212.5,4.81,,460.2,1025252982784.0,0.0,38.44,9.45,51000000000.0,1382166429696.0,1943685000000.0,0.03,5.42,0.05,-0.59,0.16,0.03,0.17,0.87,,1397549957120.0,-0.08,Industrials
P911,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
6586.T,MAKITA CORP,5048.0,17.11,7.63,294.99,745812000768.0,2.24,1.88,0.52,37036000000.0,1133395968000.0,936158000000.0,0.04,0.81,0.02,0.2,,,0.02,1.47,,1340365209600.0,-0.04,Industrials
9CI.SI,CapitaLandInvest,2.77,30.78,1.32,0.09,2815000064.0,23.25,22.76,5.86,,20399759360.0,21447000000.0,,4.32,0.04,,0.04,0.02,0.56,1.02,502624992.0,13818755072.0,0.01,Real Estate
LUG.TO,LUNDIN GOLD INC,78.91,24.21,,3.26,1322653952.0,0.0,62.69,14.47,1017552000.0,17390557184.0,1301976000.0,0.78,2.16,0.0,2.66,0.47,0.3,0.0,15.58,591379904.0,19038380032.0,0.57,Basic Materials
1878.T,DAITO TRUST CONSTRUCTION CO,16185.0,11.35,,1426.12,1875462062080.0,0.0,16.38,4.3,54507000000.0,1019950596096.0,590066000000.0,0.09,2.57,0.04,-0.01,0.21,0.07,0.4,2.34,,1072604250112.0,0.07,Real Estate
DIE,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
SRT3,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
INDU-C.ST,"Industrivärden, AB ser. C",368.4,12.13,,30.36,13427999744.0,0.0,-52.28,-18.57,,162800631808.0,,,2.26,0.02,,0.08,0.05,0.04,0.96,8219624960.0,159207014400.0,,Financial Services
DIM,WisdomTree International MidCap,,14.61,,,,0.0,0.0,0.0,,,,,3.48,,,,,0.0,,,,,
LAND.L,LAND SECURITIES GROUP PLC ORD 1,585.0,11.04,,0.53,842000000.0,0.0,22.53,5.8,,8886853632.0,10910000000.0,,8.44,0.0,,0.06,0.02,0.7,66.71,96000000.0,4384101376.0,0.11,Real Estate
STERV,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
4091.T,NIPPON SANSO HOLDINGS CORPORATI,5527.0,24.22,,228.22,1293508018176.0,0.0,36.66,9.06,92502000000.0,3136521764864.0,1831017000000.0,0.05,1.0,0.01,,0.1,0.05,0.83,2.36,,2392389582848.0,,Basic Materials
9435.T,HIKARI TSUSHIN INC,43080.0,16.16,,2666.65,686552973312.0,0.0,19.81,5.15,94210000000.0,2383363178496.0,1849088000000.0,0.05,1.64,0.02,-0.7,0.14,0.03,0.99,2.07,61913001984.0,1890522759168.0,0.21,Industrials
7735.T,SCREEN HOLDINGS CO LTD,12050.0,11.79,,1021.84,626837028864.0,0.0,51.81,12.29,54876000000.0,973379272704.0,422409000000.0,0.13,2.32,0.03,-0.08,0.25,0.13,0.01,2.76,73592750080.0,1138027266048.0,0.01,Technology
VCX.AX,VICINITY STAPLED [VCX],2.5,13.89,,0.18,1372099968.0,0.0,20.16,5.23,,16436288512.0,14869100000.0,,4.76,0.05,1.2,0.08,0.03,0.48,1.05,295387488.0,11407200256.0,0.09,Real Estate
INDU-A.ST,"Industrivärden, AB ser. A",368.4,12.13,,30.36,13427999744.0,0.0,-52.28,-18.57,,162800631808.0,,,2.25,0.02,,0.08,0.05,0.04,0.96,8219624960.0,159033131008.0,,Financial Services
SPX.L,SPIRAX GROUP PLC ORD 26 12/13P,6150.0,23.75,2.79,2.59,1665200000.0,8.5,23.85,6.12,,5217113088.0,2139200000.0,,3.83,0.0,-0.01,0.16,0.07,0.85,374.98,175337504.0,4532783616.0,0.01,Industrials
BS6.SI,YZJ Shipbldg SGD,2.87,8.2,0.86,0.35,26370617344.0,9.5,75.34,16.87,,-6912754688.0,33077952000.0,,4.18,0.23,0.37,0.31,0.1,0.22,0.41,2761056512.0,11295142912.0,-0.01,Industrials
QAN.AX,QANTAS FPO [QAN],10.94,13.18,,0.83,22940999680.0,0.0,277.77,44.62,,21763479552.0,5324000000.0,,3.02,0.02,0.06,3.03,0.07,9.73,22.84,1403000064.0,16554406912.0,0.09,Industrials
SAGA-B.ST,Sagax AB B,213.2,16.8,,12.69,5226999808.0,0.0,62.12,14.35,6064000000.0,136071233536.0,76483000000.0,0.08,1.65,0.02,-0.51,0.12,0.03,0.89,2.45,2777499904.0,76586557440.0,0.09,Real Estate
SAP.TO,SAPUTO INC.,32.0,,,-0.45,19086000128.0,0.0,26.78,6.81,101000000.0,16462000128.0,10040000000.0,0.01,2.59,0.03,0.16,-0.02,0.04,0.53,1.98,822750016.0,13308032000.0,0.0,Consumer Defensive
AVOL.SW,AVOLTA N,44.74,55.93,2.52,0.8,13996000256.0,22.18,250.54,41.65,,17212053504.0,5738000000.0,,2.26,0.02,1.25,0.12,0.04,6.0,3.47,1582150016.0,6492937728.0,0.04,Consumer Cyclical
AKE,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
BKW.SW,BKW N,180.0,15.27,,11.79,4645899776.0,0.0,34.57,8.59,,10826927104.0,6822000000.0,,2.06,0.02,0.8,0.12,0.04,0.34,1.82,8400000.0,9496980480.0,0.14,Utilities
DHER,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
3003.T,HULIC CO LTD,1578.5,11.65,,135.5,686844018688.0,0.0,32.33,8.09,126003000000.0,3274311467008.0,2506331000000.0,0.05,3.69,0.04,-0.02,0.12,0.03,2.57,1.41,-456467513344.0,1198586593280.0,0.48,Real Estate
SOF,Amplify ETF Trust Amplify Samsu,,,,,,0.0,0.0,0.0,,,,,4.55,,,,,0.0,,,,,
UHR.SW,SWATCH GROUP I,141.85,120.21,1.11,1.18,6349000192.0,108.63,-7.9,-2.26,,6348913664.0,12125000000.0,,3.17,0.03,-0.98,0.01,0.01,0.02,0.61,100375000.0,7412159488.0,-0.11,Consumer Cyclical
TEP,"Tallgrass Energy Partners, LP",,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
ANA,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
IVN.TO,IVANHOE MINES LTD,11.65,29.12,,0.4,214595008.0,0.0,,,300082000.0,16101605376.0,6353489000.0,0.05,,0.0,-0.42,0.07,-0.01,0.23,3.04,-547262528.0,15773050880.0,,Basic Materials
BARN.SW,BARRY CALLEBAUT N,994.5,38.0,0.49,26.17,13030347776.0,78.34,44.1,10.67,,11503627264.0,10111931000.0,,2.95,0.03,-0.59,0.05,0.04,2.84,2.0,-2843695360.0,5450466816.0,0.57,Consumer Defensive
9143.T,SG HOLDINGS CO LTD,1753.0,18.87,,92.91,1479239008256.0,0.0,-6.87,-1.96,49969000000.0,1189402247168.0,748369000000.0,0.07,3.08,0.03,-0.32,0.1,0.06,0.35,1.89,58577625088.0,1033144631296.0,0.12,Industrials
7752.T,RICOH CO,1328.5,17.04,,77.98,2534294945792.0,0.0,43.74,10.6,28281000000.0,1125381963776.0,1470753000000.0,0.02,3.01,0.03,0.24,0.05,0.03,0.48,0.73,46032375808.0,756115767296.0,0.01,Industrials
PHNX.L,PHOENIX GROUP HOLDINGS PLC ORD ,679.5,,,-1.12,21408999424.0,0.0,-39.42,-12.99,,10815522816.0,5239000000.0,,8.06,0.0,,-0.36,-0.0,2.8,559.26,9599625216.0,6862202368.0,-0.3,Financial Services
8331.T,CHIBA BANK,1462.0,13.66,,107.02,281198985216.0,0.0,21.25,5.49,,399808430080.0,4793035000000.0,,3.28,0.03,0.09,0.07,0.0,0.0,0.88,,1034422059008.0,0.12,Financial Services
BOL,469208,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
ILS,ETF Opportunities Trust Brookmo,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,,,,
NZD,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
DKK,1800,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
SEK,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
EUR,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
2299955D.TO,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
TPU5.T,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
Z-U5.L,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
VGU5,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
ESU5,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
AUD,,0.09,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
JPY,Lazard Japanese Equity ETF,,15.19,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
SEK.ST,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
GBP,167147,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
SGD,Safe and Green Development Corp,1.15,,,-5.42,175906.0,0.0,0.0,0.0,-4157801.0,12058484.0,9641850.0,-0.43,,0.0,,-5.63,-0.27,31.57,16.67,-7126305.0,2838855.0,-0.64,Real Estate
HKD,AMTD Digital Inc.,1.64,7.13,,0.23,20445000.0,0.0,-7.14,-2.04,,155381248.0,,,,0.0,1.87,0.16,-0.0,0.26,17.63,281314880.0,515417568.0,-0.38,Technology
CAD,PIMCO Canada Bond Index Exchang,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
CHF,22732,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
NOK,Nokia Corporation Sponsored,4.1,22.78,1.8,0.18,19246000128.0,12.64,-13.43,-3.92,1614000000.0,20694290432.0,22812000000.0,0.07,3.8,0.03,,0.04,0.03,0.21,1.12,1330000000.0,22079401984.0,0.02,Technology
GBP.L,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
LUND-B.ST,"Lundbergföretagen AB, L E ser.",486.2,23.53,,20.66,32297000960.0,0.0,19.73,5.13,9725000000.0,192512278528.0,116895000000.0,0.08,0.95,0.01,-0.27,0.04,0.02,0.14,1.03,2884624896.0,120577605632.0,-0.12,Industrials
BALD-B.ST,Fastighets AB Balder ser. B,69.14,13.19,,5.24,13386999808.0,0.0,43.77,10.6,8781000000.0,232150597632.0,227616000000.0,0.04,,0.0,-0.0,0.07,0.02,1.34,0.9,2079250048.0,82276597760.0,0.07,Real Estate
LATO-B.ST,"Latour, Investmentab. ser. B",253.2,32.59,,7.77,26648000512.0,0.0,39.42,9.66,6753000000.0,180665745408.0,61836000000.0,0.11,1.8,0.02,-0.6,0.12,0.03,0.42,3.64,592000000.0,161875312640.0,0.12,Industrials
RAA,SMI 3Fourteen REAL Asset Alloca,,26.94,,,,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,,,,
9023.T,TOKYO METRO CO LTD,1721.0,18.59,,92.59,411982987264.0,0.0,0.0,0.0,50315000000.0,2027556044800.0,1784999000000.0,0.03,2.44,0.02,0.24,0.08,0.03,1.52,1.4,,999900971008.0,0.04,Industrials
INW,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
GRF,"Eagle Capital Growth Fund, Inc.",10.07,7.19,,1.4,961494.0,0.0,-35.77,-11.56,,,,,6.75,0.07,0.25,0.12,0.0,0.0,0.87,,39956148.0,0.32,Financial Services
19.HK,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
9202.T,ANA HOLDINGS INC,2927.0,10.07,,290.65,2293782020096.0,0.0,121.68,24.73,89452000000.0,1496699371520.0,2471312000000.0,0.04,2.05,0.02,-0.07,0.14,0.03,1.25,1.24,33187375104.0,1375581765632.0,0.06,Industrials
MEL.NZ,Meridian Energy Limited (NS) Or,5.6,140.0,,0.04,5000000000.0,0.0,12.95,3.44,,16116333568.0,9593000000.0,,3.75,0.04,,0.02,0.01,0.22,1.85,211750000.0,14646632448.0,0.07,Utilities
7181.T,JAPAN POST INSURANCE CO LTD,4064.0,12.6,,322.65,3781678071808.0,0.0,1.63,0.45,52143000000.0,3991569432576.0,3741426000000.0,0.01,3.02,0.03,0.78,0.04,0.0,1.55,0.48,355815620608.0,1509454905344.0,-0.13,Financial Services
HOLM-B.ST,Holmen AB ser. B,384.2,21.23,,18.1,23961999360.0,0.0,16.84,4.41,3794000000.0,64259751936.0,56343000000.0,0.07,2.34,0.02,0.01,0.05,0.02,0.09,1.07,1458249984.0,60099641344.0,0.04,Basic Materials
4768.T,OTSUKA CORPORATION,3120.0,19.5,,159.97,1233078059008.0,0.0,30.02,7.56,55942000000.0,960433750016.0,350312000000.0,0.16,2.54,0.04,0.29,0.17,0.08,0.02,3.14,8534249984.0,1183107121152.0,0.25,Technology
7550.T,ZENSHO HOLDINGS CO LTD,7912.0,32.9,,240.48,1136684040192.0,0.0,72.62,16.36,26203000000.0,1513800597504.0,539766000000.0,0.05,0.87,0.01,-0.48,0.17,0.06,1.52,5.16,4007624960.0,1239525621760.0,0.12,Consumer Cyclical
3038.T,KOBE BUSSAN CO LTD,4126.0,39.36,,104.83,532066009088.0,0.0,40.27,9.85,18066000000.0,823653892096.0,160377000000.0,0.11,1.26,0.01,-0.46,0.18,0.1,0.22,6.4,24527124480.0,913232363520.0,0.1,Consumer Defensive
BEPC.TO,BROOKFIELD RENEWABLE CORPORATIO,46.65,,,-10.11,3881999872.0,0.0,23.02,5.92,764000000.0,40398548992.0,14478000000.0,0.05,4.37,0.03,,-0.09,0.01,1.34,136.4,5113625088.0,8378573312.0,-0.04,Utilities
EDPR,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
